name;pcode;pcode_parent;% adaptive pop. (15-34);Land area;Violent incidents last year;% poor cooking fuel;% primary or higher education;% secondary or higher education;% unemployed;% strong floor type;Gini Index;Drought exposure;Flood exposure;Tsunami exposure;% poor lighting;Population density;Population;Poverty incidence;% strong roof type;% improved sanitation;Travel time to nearest city;% population 65+;% population U5;% strong wall type;% improved water source;Nr. of educational facilities per 10,000 people;Nr. of health facilities per 10,000 people;Total river length;pcode_level2;Violent incidents last year (0-10);Drought exposure (0-10);Flood exposure (0-10);Tsunami exposure (0-10);Hazards exposure;% unemployed (0-10);Gini Index (0-10);% poor lighting (0-10);Poverty incidence (0-10);% population U5 (0-10);Vulnerability;% primary or higher education (0-10);% strong roof type (0-10);% improved sanitation (0-10);Travel time to nearest city (0-10);% strong wall type (0-10);% improved water source (0-10);Nr. of educational facilities per 10,000 people (0-10);Nr. of health facilities per 10,000 people (0-10);Lack of Coping Capacity;Risk score
Nyakach;KE042244;KE042;0.3128;357.5204;0;0.9873;0.8167;0.2061;0.1204;0.2574;0.3757;0.0567;0.0046;0;0.0164;484.9531;173380.6427;0.4646;0.9363;0.6271;193.8016;0.0483;0.2009;0.311;0.42;2.01867979546471;1.61494383637177;153.485753858463;KE042244;0;1.5931;3.4172;0;1.36;6.6733;5.1072;0.1318;4.4459;6.2164;4.8602;1.1977;0.6364;3.7136;7.3068;6.9044;5.7664;3.6296;8.4533;5.2966;4.0343
Nyali;KE001004;KE001;0.4597;21.894;0;0.7987;0.8539;0.3963;0.112;0.8702;0.3544;null;null;null;0.0155;13113.9564;287115.0443;0.345;0.9467;0.8162;28.5701;0.0171;0.1516;0.9023;0.7307;0.243804709643187;1.67180372326757;0;KE001004;0;null;null;null;0;6.9502;4.5996;0.1223;3.0358;2.4328;3.8017;0.7579;0.5312;1.7542;4.0001;0.913;2.4406;9.2306;8.3853;4.5818;3.017
Nyando;KE042242;KE042;0.324;412.89;23.3082;0.9864;0.7951;0.1819;0.079;0.1874;0.3731;0.2065;0.0115;0;0.0136;415.6398;171613.4752;0.4771;0.8641;0.5241;96.1761;0.0408;0.2109;0.2235;0.6065;0.99059820187401;1.63157350896896;192.575587116765;KE042242;8.8733;5.3638;5.0099;0;5.6772;8.0382;5.0453;0.1021;4.5933;6.9839;5.5085;1.4531;1.3669;4.7809;6.0966;7.7911;3.7701;6.8739;8.4334;5.6204;5.6025
Nyaribari Chache;KE045267;KE045;0.3548;133.8913;17.8413;0.9672;0.8491;0.3316;0.0718;0.3497;0.3883;0.4397;0;0;0.0143;1255.8615;168148.7922;0.4834;0.9168;0.7412;205.9358;0.0351;0.1838;0.3932;0.5363;1.78413413694314;1.36783617165641;59.979463031764;KE045267;8.6375;7.583;0;0;5.3818;8.2756;5.4075;0.1095;4.6675;4.9041;5.2166;0.8146;0.8337;2.5313;7.4117;6.0715;4.5215;4.3697;8.749;5.0691;5.2239
Nyaribari Masaba;KE045266;KE045;0.3356;161.6367;0;0.9881;0.8445;0.3467;0.0346;0.2262;0.3532;0.6723;0;0;0.0112;991.3719;160242.112;0.5222;0.857;0.5884;393.8478;0.0372;0.1927;0.3352;0.3308;0.686461247055475;1.12330022245441;82.6621398495346;KE045266;0;8.8317;0;0;3.6333;9.5021;4.571;0.0765;5.125;5.5871;5.9009;0.869;1.4387;4.1146;8.5317;6.6592;6.7213;7.8337;9.0417;6.4139;5.4336
Nyatike;KE044258;KE044;0.3295;677.8702;0;0.9925;0.7896;0.1224;0.0636;0.2829;0.37;0.2885;0.0051;0;0.0143;241.8668;163954.3125;0.4406;0.6701;0.2471;303.1348;0.032;0.238;0.3237;0.1104;0.853896417600657;2.43970405028759;265.565008541134;KE044258;0;6.345;3.5868;0;2.954;8.546;4.9714;0.1095;4.1629;9.0637;6.3429;1.5181;3.3296;7.651;8.0795;6.7758;9.0805;7.3053;7.4663;6.9177;5.6474
Nyeri Town;KE019099;KE019;0.3952;170.843;24.573;0.8272;0.8935;0.4442;0.0749;0.662;0.3136;0.2313;0;0;0.0103;952.8062;162780.159;0.2661;0.9972;0.6577;24.4467;0.0433;0.1361;0.4513;0.8441;0.982920774942158;5.46749681061575;121.518217394249;KE019099;8.9199;5.6964;0;0;4.9247;8.1734;3.6273;0.067;2.1056;1.2433;3.7525;0.2897;0.0202;3.3965;3.7309;5.4828;1.2267;6.8982;3.843;3.4684;4.0778
Ol Jorok;KE018092;KE018;0.3264;440.5558;0;0.9866;0.8461;0.2523;0.0383;0.3128;0.3435;0.1827;0;0;0.0176;257.9527;113642.5839;0.3574;0.9921;0.8903;134.6492;0.0429;0.1657;0.1503;0.7149;2.19987958344894;2.9038410501526;213.197282977815;KE018092;0;5.0049;0;0;1.5444;9.3802;4.3398;0.1446;3.182;3.515;5.1164;0.8501;0.0718;0.9864;6.6778;8.5328;2.6097;3.0577;6.9109;4.4731;3.8636
Ol Kalou;KE018091;KE018;0.3149;535.7438;0;0.9801;0.8341;0.2248;0.0523;0.3156;0.3504;0.112;0;0;0.0141;254.5731;136385.9927;0.4046;0.9915;0.6537;153.2496;0.0446;0.1777;0.2334;0.5166;0.879855751274584;2.71288856642997;180.463494343822;KE018091;0;3.5733;0;0;1.0272;8.9186;4.5043;0.1074;3.7385;4.4359;5.1006;0.992;0.0779;3.438;6.9013;7.6907;4.7324;7.2234;7.1394;5.3492;4.069
Othaya;KE019097;KE019;0.3197;485.2381;0;0.971;0.8619;0.3421;0.039;0.411;0.313;0.2436;0;0;0.0147;280.5287;136123.2614;0.2816;0.9963;0.8455;287.0006;0.0787;0.1294;0.2275;0.6337;1.76310791814184;null;141.384217601229;KE019097;0;5.8485;0;0;1.8935;9.3571;3.613;0.1138;2.2884;0.7291;4.4364;0.6633;0.0293;1.4506;7.985;7.7505;3.4789;4.4361;null;4.4229;3.6732
Pokot South;KE024132;KE024;0.3086;1273.3482;7.3737;0.9961;0.6411;0.0762;0.0494;0.1066;0.2651;0.1269;0;0;0.2884;106.5037;135616.3587;0.6266;0.2905;0.4765;366.5387;0.0292;0.2302;0.1647;0.2141;0.589899336384409;2.65454701372984;491.282992024271;KE024132;7.8579;3.9382;0;0;3.7849;9.0142;2.4714;3.0236;6.3558;8.4651;6.6119;3.2738;7.1702;5.2741;8.4075;8.3869;7.9705;8.1384;7.2092;7.2601;6.0854
Rabai;KE003014;KE003;0.325;205.1724;0;0.9803;0.6279;0.1265;0.0938;0.2399;0.398;0.2222;0;0;0.0107;545.9735;112018.6842;0.3932;0.4392;0.3424;127.4585;0.0419;0.1956;0.3268;0.8285;0;1.96395808083665;87.7778976658165;KE003014;0;5.5787;0;0;1.7776;7.5503;5.6387;0.0712;3.6041;5.8097;4.9945;3.4299;5.6657;6.6636;6.583;6.7444;1.3937;10;8.0357;6.7874;4.8382
Rangwe;KE043248;KE043;0.3083;255.9283;0;0.9912;0.7946;0.1559;0.0485;0.1678;0.3344;0.3434;0.0007;0;0.0128;450.3433;115255.6045;0.4727;0.8965;0.1958;187.619;0.0424;0.214;0.2632;0.2443;1.90880088761143;2.34261927115948;130.114644039454;KE043248;0;6.8566;1.0525;0;2.5855;9.0439;4.123;0.0936;4.5414;7.2218;5.8406;1.459;1.0391;8.1826;7.2508;7.3888;7.6472;3.9763;7.5825;6.1675;5.0548
Rarieda;KE041237;KE041;0.3232;396.3028;0;0.9908;0.8182;0.1754;0.0843;0.3108;0.3546;0.3462;0.0025;0;0.0109;438.9968;173975.6976;0.3143;0.7371;0.2536;140.5509;0.0516;0.1988;0.3953;0.1685;0.919668679216666;2.12673382068854;132.410296643789;KE041237;0;6.8804;2.4849;0;2.9182;7.8635;4.6044;0.0734;2.6739;6.0553;4.8079;1.1799;2.6518;7.5837;6.7519;6.0503;8.4586;7.0978;7.8409;6.4376;4.885
Rongai;KE032173;KE032;0.3455;1018.2258;0;0.9631;0.7976;0.2383;0.1358;0.3992;0.3104;0.0794;0.0001;0;0.0294;162.7407;165706.778;0.3746;0.9145;0.6758;86.0417;0.0371;0.1845;0.4033;0.5046;1.14660367190689;2.17251222045517;186.732445117676;KE032173;0;2.5705;0.1891;0;0.7519;6.1655;3.551;0.27;3.3848;4.9578;3.917;1.4235;0.8569;3.209;5.9043;5.9692;4.8608;6.3816;7.7861;4.9539;3.398
Rongo;KE044253;KE044;0.3343;208.6249;0;0.984;0.8189;0.1864;0.0754;0.2948;0.3483;0.1912;0.0002;0;0.0214;574.6997;119896.6907;0.3945;0.9298;0.6767;213.5815;0.031;0.2255;0.3667;0.3441;1.41788734171222;1.83491303045111;131.518544749698;KE044253;0;5.1382;0.3616;0;1.6754;8.1569;4.4542;0.185;3.6194;8.1044;5.6539;1.1717;0.7021;3.1997;7.4747;6.3401;6.5789;5.5255;8.1901;5.4532;4.4818
Roysambu;KE047279;KE047;0.4961;45.6359;0;0.5414;0.905;0.554;0.0926;0.9341;null;0.4247;0;0;0.0121;4868.831;222194.398;0.2415;0.994;0.8779;20.2094;0.0092;0.146;0.8308;0.9153;0.540067621521247;2.92536628324009;36.126753226502;KE047279;0;7.481;0;0;2.7107;7.5898;null;0.0861;1.8156;2.0031;3.5394;0.1537;0.0526;1.1149;3.4021;1.6375;0.4646;8.2957;6.8852;3.5047;3.2607
Ruaraka;KE047281;KE047;0.4761;8.1455;0;0.8734;0.881;0.421;0.1442;0.7581;null;null;null;null;0.017;47804.8686;389385.0895;0.382;0.9854;0.7174;12.8835;0.0074;0.1815;0.698;0.8379;0.128407587618816;0.87317159580795;4.12359477224249;KE047281;0;null;null;null;0;5.8886;null;0.1382;3.4721;4.7276;3.8404;0.4375;0.1396;2.778;2.6246;2.9831;1.2931;9.5948;9.341;5.07;3.2379
Ruiru;KE022115;KE022;0.4419;199.4687;0;0.7578;0.8911;0.4697;0.0821;0.9014;0.2768;0.1625;0.0003;0;0.0129;807.4349;161057.5682;0.229;0.9944;0.9045;56.3146;0.0152;0.1552;0.8426;0.7987;0.18626880030562;4.905078408048;91.9521111839448;KE022115;0;4.6617;0.5204;0;1.5284;7.936;2.7502;0.0946;1.6682;2.7091;3.6448;0.318;0.0486;0.8393;5.1722;1.5179;1.7127;9.4122;4.5161;3.8943;3.0885
Runyenjes;KE014064;KE014;0.3337;292.2581;0;0.9828;0.8662;0.2554;0.0437;0.37;0.3;0.3826;0;0;0.0218;708.0908;206945.2636;0.2548;0.9915;0.5873;204.3874;0.059;0.1378;0.277;0.4818;2.07784412398817;1.93287825487272;295.789618437722;KE014064;0;7.1742;0;0;2.5386;9.2021;3.3031;0.1892;1.9724;1.3738;4.3161;0.6124;0.0779;4.126;7.3987;7.249;5.1049;3.4429;8.0729;5.1366;4.0771
Samburu East;KE025135;KE025;0.3146;10050.9443;0;0.984;0.2714;0.0575;0.1744;0.1446;0.332;0.2192;0.0003;0;0.738;5.1733;51995.8791;0.7054;0.3494;0.1473;438.5056;0.0311;0.2314;0.1892;0.2937;0.576968801068115;4.03878160747681;1526.44630597029;KE025135;0;5.5388;0.5204;0;1.8723;4.8928;4.0658;7.8035;7.2848;8.5572;6.8432;7.6448;6.5743;8.6851;8.7172;8.1386;7.1184;8.1792;5.5527;7.7157;5.9954
Samburu North;KE025134;KE025;0.3244;8669.7538;13.2329;0.9956;0.186;0.0288;0.0599;0.0676;0.2352;0.3156;0.0002;0;0.8196;8.7164;75569.2658;0.7117;0.2911;0.1077;710.3567;0.0282;0.2159;0.1156;0.2526;0.396986787067143;3.04356536751477;622.576708697383;KE025134;8.3738;6.6086;0.3616;0;4.917;8.668;1.7588;8.6711;7.3591;7.3676;7.3201;8.6545;7.1641;9.0954;9.5504;8.8844;7.5583;8.7472;6.7437;8.4531;7.1444
Samburu West;KE025133;KE025;0.3119;2298.9746;0;0.9878;0.4851;0.0987;0.1213;0.2577;0.3073;0.1627;0.0002;0;0.3562;39.1354;89971.3092;0.7149;0.4259;0.3147;497.3858;0.0314;0.239;0.2492;0.4489;0.778025802375687;null;622.038849928554;KE025133;0;4.6653;0.3616;0;1.494;6.6436;3.4771;3.7444;7.3968;9.1404;6.6142;5.1182;5.8003;6.9506;8.9348;7.5307;5.4571;7.5447;null;6.9722;5.4754
Seme;KE042241;KE042;0.3024;269.9725;0;0.9929;0.7908;0.1502;0.0671;0.2478;0.3347;0.4518;0.0005;0;0.0087;495.0012;133636.6823;0.437;0.7514;0.3454;133.3023;0.0531;0.2018;0.3164;0.3338;1.12244630364167;1.87074383940278;112.792814158614;KE042241;0;7.6628;0.8043;0;2.9723;8.4306;4.1301;0.05;4.1205;6.2855;5.2389;1.5039;2.5071;6.6325;6.6605;6.8497;6.6891;6.4578;8.1472;6.0534;4.8818
Shinyalu;KE037209;KE037;0.3129;415.1307;0;0.9886;0.7896;0.1635;0.0853;0.1497;0.345;0.1855;0.0006;0;0.0183;514.1926;213457.1718;0.5446;0.8404;0.8958;114.3422;0.0462;0.1974;0.2172;0.3593;0.281086831128018;1.26489074007608;218.395367634591;KE037209;0;5.0495;0.9323;0;1.7689;7.8305;4.3756;0.152;5.3891;5.9478;5.2103;1.5181;1.6066;0.9294;6.3955;7.8549;6.4162;9.113;8.8722;6.2746;4.6749
Subukia;KE032172;KE032;0.2986;459.3044;0;0.9887;0.8135;0.1959;0.103;0.291;0.3025;0.1444;0;0;0.0147;291.44;133859.6478;0.4296;0.9654;0.7234;141.7297;0.0509;0.1834;0.2492;0.5138;1.12057668269497;1.94233291667127;131.369045772143;KE032172;0;4.316;0;0;1.2853;7.247;3.3627;0.1138;4.0332;4.8734;4.3113;1.2355;0.342;2.7158;6.7663;7.5307;4.7624;6.4637;8.0615;5.3288;3.8279
Siakago;KE014066;KE014;0.3228;767.7859;0;0.98;0.8181;0.1763;0.0429;0.2795;0.3465;0.3702;0.0002;0;0.0325;139.8708;107390.8068;0.5496;0.922;0.6858;275.7719;0.0499;0.1859;0.4407;0.2591;1.76923896667361;2.32794600878106;390.749474384951;KE014066;0;7.0774;0.3616;0;2.5574;9.2285;4.4113;0.303;5.448;5.0652;5.6934;1.1811;0.7811;3.1054;7.9161;5.5902;7.4888;4.4167;7.6001;5.3383;4.6677
Sigor;KE024130;KE024;0.3107;2104.2254;0;0.9986;0.472;0.0369;0.0883;0.0526;0.2551;0.1589;0.0015;0;0.6589;40.163;84512.0174;0.6609;0.135;0.1037;320.2354;0.0347;0.2259;0.1108;0.1973;1.18326367212399;2.95815918030998;317.084488928132;KE024130;0;4.5961;1.8175;0;1.8128;7.7316;2.2331;6.9626;6.7602;8.1351;6.7313;5.2731;8.7434;9.1369;8.1743;8.933;8.1503;6.2659;6.8459;7.9227;6.0473
Sigowet/Soin;KE035193;KE035;0.3495;468.4363;0;0.9908;0.8207;0.1768;0.0264;0.1896;0.2928;0.2519;0.0014;0;0.0096;247.1631;115780.1688;0.4541;0.6859;0.4304;282.5346;0.0322;0.2036;0.2354;0.2193;1.12281750265311;3.19571135370501;203.357551316705;KE035193;0;5.9468;1.7365;0;2.3184;9.7725;3.1316;0.0595;4.3221;6.4236;5.9236;1.1504;3.1698;5.7517;7.9579;7.6705;7.9148;6.4567;6.5616;6.251;5.059
Sirisia;KE039217;KE039;0.3161;214.8092;0;0.9932;0.8197;0.2;0.0313;0.1826;0.3358;0.2166;0;0;0.0119;572.5571;122990.5616;0.5347;0.6726;0.7612;153.3835;0.035;0.2182;0.2693;0.5111;1.70744809343669;1.54483398929986;91.4648127267805;KE039217;0;5.5038;0;0;1.7462;9.6109;4.1563;0.084;5.2723;7.5441;6.3698;1.1622;3.3043;2.3241;6.9028;7.327;4.7913;4.6117;8.5372;5.3892;4.7775
Sotik;KE036194;KE036;null;480.3259;0;0.9878;0.826;0.2043;0.0285;0.2124;0.3115;0.0933;0.0003;0;0.0136;400.394;192319.5885;0.5091;0.7199;0.6497;276.832;null;null;0.1877;0.2393;1.29991958732271;2.33985525718087;251.627155127871;KE036194;0;3.0403;0.5204;0;0.9758;9.7033;3.5772;0.1021;4.9705;null;5.9364;1.0877;2.8258;3.4794;7.9227;8.1538;7.7007;5.8978;7.5858;6.1373;4.7215
South Imenti;KE012059;KE012;0.3578;937.6539;0;0.9758;0.8619;0.2718;0.0325;0.5108;0.3044;0.2353;0;0;0.0225;254.9662;239070.0643;0.2096;0.9912;0.5765;453.35;0.0576;0.1418;0.2296;0.8211;0.0418287418364085;2.96984067038501;256.350130341581;KE012059;0;5.7467;0;0;1.8493;9.5714;3.408;0.1967;1.4395;1.6807;4.5884;0.6633;0.0809;4.2379;8.7747;7.7293;1.4729;9.868;6.8319;6.2325;4.4562
South Mugirango;KE045262;KE045;0.3362;202.3243;0;0.9914;0.81;0.2246;0.0324;0.1261;0.3349;0.1679;0.0034;0;0.011;945.518;191301.2448;0.5228;0.849;0.649;266.0196;0.0323;0.2158;0.1964;0.475;0.10454715033825;1.09774507855163;121.094192865436;KE045262;0;4.7574;2.9388;0;2.1632;9.5747;4.1349;0.0744;5.132;7.3599;6.2721;1.2769;1.5196;3.4867;7.8539;8.0657;5.1777;9.6701;9.0722;6.7776;5.3862
Soy;KE027141;KE027;0.3368;640.3754;0;0.9847;0.8072;0.2058;0.1144;0.2836;0.3075;0.1006;0.0004;0;0.0114;270.1235;172980.4228;0.4353;0.8697;0.8609;104.0138;0.0337;0.1988;0.3037;0.6459;0.86715015253936;2.02335035592517;136.589716696128;KE027141;0;3.26;0.6674;0;1.0806;6.8711;3.4819;0.0787;4.1004;6.0553;4.4979;1.31;1.3102;1.2911;6.2319;6.9784;3.3483;7.2635;7.9646;5.0642;3.7362
Starehe;KE047289;KE047;0.5076;18.9036;60.2191;0.6202;0.886;0.56;0.1178;0.954;null;null;null;null;0.0101;20204.6131;381938.9345;0.1734;0.9964;0.8873;5.8968;0.0142;0.1199;0.6216;0.8901;0.523643917824824;2.17312225897302;0;KE047289;9.7108;null;null;null;9.7108;6.759;null;0.0649;1.0127;0;2.5411;0.3783;0.0283;1.0175;1.2748;3.7572;0.7343;8.3475;7.7854;3.7867;6.6648
Suba North;KE043251;KE043;0.3581;412.9205;0;0.9874;0.8118;0.191;0.0915;0.3011;0.382;0.319;0.0052;0;0.0144;289.3118;119462.7354;0.4228;0.875;0.2827;223.1363;0.0307;0.218;0.2634;0.136;0.837081117026132;null;67.5307761049372;KE043251;0;6.6401;3.6191;0;3.0919;7.6261;5.2574;0.1106;3.9531;7.5288;5.4617;1.2556;1.2566;7.2821;7.5503;7.3868;8.8065;7.3584;null;6.5252;5.1884
Suba South;KE043252;KE043;0.33;632.7455;0;0.992;0.7865;0.135;0.0869;0.1935;0.3739;0.106;0.0027;0;0.013;177.8123;112509.9251;0.5315;0.6853;0.2982;304.9874;0.0321;0.2327;0.2603;0.29;0.53328628487375;null;134.988272905693;KE043252;0;3.4126;2.5951;0;1.6261;7.7778;5.0643;0.0957;5.2346;8.6569;6.0867;1.5547;3.1758;7.1215;8.09;7.4182;7.158;8.3171;null;6.6126;5.1261
Suna East;KE044255;KE044;0.3342;209.9728;0;0.9782;0.8108;0.1887;0.041;0.3292;0.3703;0.1947;0.0046;0;0.0165;554.7822;116489.2311;0.5363;0.8642;0.633;286.6647;0.0291;0.223;0.4044;0.3553;0.944293296381186;1.54520721226012;74.0288541998863;KE044255;0;5.1913;3.4172;0;2.4516;9.2911;4.9786;0.1329;5.2912;7.9125;6.4162;1.2674;1.3658;3.6525;7.983;5.9581;6.459;7.0201;8.5368;5.8749;5.1402
Suna West;KE044256;KE044;0.3393;278.1264;27.3351;0.9872;0.7966;0.1516;0.0453;0.3602;0.3497;0.4364;0.0005;0;0.0148;394.6013;109748.9608;0.5207;0.7228;0.438;282.4134;0.0277;0.2339;0.4399;0.3532;0.3644681438551;2.5512770069857;129.023802158183;KE044256;9.0139;7.5608;0.8043;0;5.7073;9.1494;4.4876;0.1148;5.1073;8.749;6.5261;1.4353;2.7964;5.673;7.9572;5.5983;6.4815;8.8498;7.3328;6.2716;6.18
Tarbaj;KE008035;KE008;0.2888;9442.1582;0;0.9935;0.1509;0.013;0.2204;0.0069;0.2693;0.4331;0.0006;0;0.5178;7.7813;73472.1187;0.8731;0.0108;0.0485;765.3783;0.0168;0.1631;0.0055;0.5765;0;2.44990893509237;561.843699779116;KE008035;0;7.5385;0.9323;0;2.9255;3.3762;2.5715;5.4625;9.262;3.3154;5.5376;9.0695;10;9.7088;9.6793;10;4.0912;10;7.4541;9.2493;6.7153
Taveta;KE006023;KE006;0.3393;3499.7229;12.5252;0.9876;0.7847;0.1288;0.0464;0.2872;0.4221;0.2875;0;0;0.0137;22.8129;79839.1208;0.6102;0.7666;0.3669;281.7195;0.0402;0.1807;0.4007;0.7055;0.501007520637971;3.00604512382782;285.297022059748;KE006023;8.3253;6.3348;0;0;4.7448;9.1131;6.2131;0.1031;6.1625;4.6662;6.0154;1.576;2.3533;6.4097;7.9529;5.9955;2.7103;8.4189;6.7886;5.8138;5.5514
Teso North;KE040225;KE040;0.3345;261.3966;0;0.9858;0.8055;0.1853;0.0296;0.2716;0.345;0.1988;0;0;0.0085;486.8371;127257.5958;0.5711;0.382;0.5688;135.9992;0.0305;0.2103;0.3124;0.4549;0.785807711493236;1.57161542298647;121.08638169814;KE040225;0;5.2524;0;0;1.6429;9.667;4.3756;0.0478;5.7015;6.9378;6.3567;1.3301;6.2444;4.3177;6.6951;6.8903;5.3928;7.5202;8.5052;6.2294;5.0765
Teso South;KE040226;KE040;0.327;292.8551;0;0.9859;0.7581;0.1507;0.0432;0.2242;0.4645;0.2803;0.0003;0;0.011;488.8698;143168.0938;0.5826;0.3859;0.7889;147.6388;0.0314;0.2168;0.2903;0.5151;0.48893575476242;1.67635115918544;123.70011134361;KE040226;0;6.2603;0.5204;0;2.187;9.2186;7.2235;0.0744;5.8371;7.4367;6.7522;1.8905;6.205;2.0371;6.8369;7.1142;4.7484;8.457;8.3798;6.2277;5.3626
Tetu;KE019094;KE019;0.3163;213.9907;0;0.9758;0.8795;0.3392;0.0472;0.3705;0.3023;0.2501;0;0;0.0235;563.0256;120482.2874;0.2652;0.9974;0.7909;198.9856;0.0832;0.129;0.1462;0.6947;0.746997770579925;3.65198910061297;250.923802594892;KE019094;0;5.9257;0;0;1.9275;9.0867;3.358;0.2073;2.095;0.6984;4.1739;0.4552;0.0182;2.0164;7.3524;8.5743;2.8259;7.6427;6.0156;5.1949;3.8876
Tharaka;KE013062;KE013;0.337;1550.6102;6.6078;0.9897;0.7692;0.1317;0.0383;0.1774;0.3288;0.3089;0.0007;0;0.0624;97.5986;151337.3552;0.6464;0.8272;0.4533;182.9114;0.0442;0.1915;0.246;0.2999;0.792930469181574;2.77525664213551;911.003745241448;KE013062;7.7612;6.5456;1.0525;0;4.6812;9.3802;3.9895;0.6209;6.5892;5.495;6.0612;1.7593;1.7402;5.5145;7.2069;7.5631;7.052;7.4977;7.0648;6.0913;5.6486
Thika Town;KE022114;KE022;0.4372;220.2245;5.2768;0.7537;0.8946;0.4541;0.0797;0.8747;0.2829;0.0881;0.002;0;0.012;860.5251;189508.7182;0.2644;0.994;0.8085;60.326;0.0177;0.1492;0.8632;0.879;0.369376145985502;5.69894625234775;101.182867286514;KE022114;7.5627;2.8732;2.1791;0;3.7721;8.0152;2.8956;0.0851;2.0856;2.2487;3.695;0.2767;0.0526;1.834;5.291;1.3091;0.8531;8.8343;3.5661;3.5074;3.659
Tiaty;KE030157;KE030;0.3026;4511.5012;0;0.9946;0.1965;0.0298;0.0455;0.0549;0.2204;0.2348;0.001;0;0.8917;21.3728;96423.5513;0.7195;0.0965;0.041;430.5237;0.0199;0.2261;0.07;0.1163;0.103709102871812;3.11127308615434;1115.57232858678;KE030157;0;5.7405;1.3749;0;2.1475;9.1428;1.4061;9.4376;7.4511;8.1504;7.8906;8.5304;9.1329;9.7866;8.6855;9.3464;9.0173;9.6727;6.6627;9.0046;7.1787
Tigania East;KE012055;KE012;0.3222;668.9732;0;0.9899;0.7738;0.1103;0.0427;0.2119;0.3121;0.3356;0;0;0.0348;284.4469;190287.3503;0.39;0.9324;0.7145;172.2788;0.0427;0.1941;0.1396;0.4207;0;1.89187562656221;397.068235675317;KE012055;0;6.7891;0;0;2.3363;9.2351;3.5915;0.3275;3.5664;5.6946;5.3737;1.7049;0.6758;2.808;7.1035;8.6412;5.7589;10;8.1219;6.6998;5.0553
Tigania West;KE012054;KE012;0.3176;453.4005;0;0.9873;0.7988;0.1221;0.0539;0.2346;0.284;0.1849;0;0;0.0233;381.9975;173197.825;0.2559;0.9575;0.8212;129.7254;0.0485;0.1862;0.13;0.4896;0;1.73212336807739;181.986038562353;KE012054;0;5.04;0;0;1.5582;8.8658;2.9218;0.2052;1.9854;5.0883;4.6776;1.4093;0.4219;1.7024;6.6135;8.7385;5.0214;10;8.3131;6.5208;4.5525
Tinderet;KE029151;KE029;0.3402;554.1399;0;0.9902;0.7962;0.1367;0.0295;0.2399;0.2913;0.5913;0;0;0.0078;205.6251;113945.0652;0.5861;0.6923;0.338;296.6969;0.0296;0.2137;0.2558;0.3222;0.789854302874125;2.1940397302059;308.815874929703;KE029151;0;8.454;0;0;3.3411;9.6703;3.0958;0.0404;5.8783;7.1988;6.2853;1.4401;3.105;6.7091;8.0424;7.4638;6.8133;7.5074;7.7603;6.5183;5.5475
Tongaren;KE039224;KE039;0.3116;378.6239;0;0.9932;0.8334;0.223;0.0467;0.1621;0.3811;0.1197;0.0005;0;0.0146;538.8944;204038.3275;0.4663;0.9122;0.7287;105.5571;0.0289;0.216;0.244;0.7144;0.931197595569705;1.12723919463701;116.058268108722;KE039224;0;3.7675;0.8043;0;1.2792;9.1032;5.2359;0.1127;4.4659;7.3753;6.0808;1.0002;0.8802;2.6609;6.2574;7.5833;2.6151;7.0614;9.037;5.4412;4.5657
Turbo;KE027142;KE027;0.3989;436.0206;0;0.9157;0.8463;0.3315;0.1068;0.5546;0.3258;0.1227;0.0008;0;0.0122;554.9176;241955.9129;0.3015;0.9268;0.7885;50.2173;0.0229;0.1862;0.5376;0.8191;0.867926712531086;1.48787436433901;146.248879793696;KE027142;0;3.8399;1.1659;0;1.3907;7.1217;3.918;0.0872;2.523;5.0883;4.1485;0.8477;0.7325;2.0412;4.9742;4.6084;1.4943;7.261;8.6054;4.5165;3.469
Turkana North;KE023123;KE023;0.3559;19968.3648;0;0.9946;0.1181;0.0149;0.1843;0.0292;0.1748;0.3791;0.0002;0;0.8751;6.1001;121809.6869;0.9091;0.2468;0.0295;844.4005;0.0254;0.1598;0.0372;0.4372;0.0820952771234876;2.95542997644556;1444.63826921999;KE023123;0;7.1472;0.3616;0;2.5947;4.5664;0.3194;9.2611;9.6864;3.0622;6.7947;9.4573;7.6123;9.9057;9.849;9.6788;5.5823;9.7409;6.8492;8.9917;6.8401
Turkana Central;KE023125;KE023;0.3403;5659.2665;8.5003;0.985;0.3473;0.0743;0.1737;0.1648;0.2601;0.3792;0.0021;0;0.5755;20.7877;117643.231;0.7697;0.376;0.1748;615.1184;0.0267;0.2038;0.1708;0.4717;0.255008297034105;5.01516317500407;636.671486531167;KE023125;7.9834;7.1479;2.2442;0;5.1996;4.9159;2.3522;6.0759;8.0429;6.439;5.8801;6.7475;6.3051;8.4002;9.3018;8.3251;5.213;9.1953;4.3843;7.6256;6.3521
Turkana East;KE023128;KE023;0.3359;11288.8533;0;0.9948;0.2679;0.056;0.1401;0.049;0.1614;0.5794;0.0037;0;0.7784;3.2763;36985.5802;0.9357;0.1792;0.1032;647.5271;0.0157;0.1526;0.0537;0.3002;0.811126929774587;5.67788850842211;1064.59512711019;KE023128;0;8.3942;3.0697;0;3.9045;6.0237;0;8.233;10;2.5096;6.7626;7.6862;8.2962;9.1421;9.3904;9.5116;7.0488;7.4403;3.5913;8.1533;6.5855
