Event,County,Date,Location,Deaths ,Injured ,Missing ,Houses Destroyed ,Houses Damaged ,Directly affected ,Indirectly Affected ,Relocated ,Evacuated ,Losses $USD ,Losses $Local ,Education centers ,Hospitals ,Damages in crops Ha. ,Lost Cattle ,Lost Goats,Lost Livestock,Damages in roads Mts ,GLIDEnumber ,Comments,Unique_ID,Unique_MA-DB,Comments_2
FLOOD,GARISSA,18/03/2018,Lagdera in Garissa County,6,,,,,130HH,,,,,,,,,,,2,,,"flash flood at Lagdera in Garissa County, there were cases of high water level in between Ewaso Nyiro and Tugoini. Six people reported to have died in Gurufa location. The team managed through the impassable roads and recorded 130hh displaced at Jingo primary school and 2 livestock swept away. ",DM-Ops-0066,,
FLOOD,KISUMU,19/03/2018,NGENY OFFICE AREA KISUMU COUNTY,,,,,,8HH,,,,,,,,,,,,,,8HH have been affected and they are taking refuge at Ngeny primary school. ,DM-Ops-0068,,
FLOOD,HOMA BAY,19/03/2018,MAKONGENI HOMABAY COUNTY  ,3,,,,,,,,,,,,,,,,,,,Three people died after a Nissan matatu they were in was swept away by the raging water into Lake Victoria. ,DM-Ops-0069,,
FLOOD,NAROK,19/03/2018,Katakala center in Narok County,,,,,,63,,,,,,,,,,,,,,Bus swept away all passangers and driver OK,DM-Ops-0070,,
FLOOD,KAJIADO,19/03/2018,Kimana Area of Kajiado County,,,,,,,,,,,,,,,,,,,,Several people were reportedly seeking refuge from trees after being marooned by swollen Orbin River following heavy rains in loitoktok Area in Kajiado.,DM-Ops-0071,,
FLOOD,KISUMU,19/03/2018,Katito village in Kisumu County,,,,,,,,,,,,,,,,,,,,Houses reported to have been submerged and families displaced along Katito road due to high level of water.,DM-Ops-0072,,
FLOOD,MAKUENI,19/03/2018,Kibwezi and Makindu areas of Makueni County,,,5,,,,,,,,,,,,,,,,,Five children missing and several houses reported blown off following heavy rainfall reported on Saturday evening in Makueni County.,DM-Ops-0074,,Captured only the missing children data. Roofs being blown away is not a flooding event.
,BUNGOMA,19/03/2018,Bumula sub-county ,,,,,,,,,,,,,,,,,,,,Flash floods occurred yesterday night in Bumula sub-county due to blockage of drainage in Kikwechi C area. ,DM-Ops-0075,,
FLOOD, ISIOLO,26/10/2006, Isiolo Town,3, , , ,354, ,1541, , ,,, , , ,,,, , , ,YES ,,
FLOOD, BUSIA,20/08/2007, Bunyala South, , , ,, , ,5400,, ,,,,,,,,,, , ,YES ,,
FLOOD, BUSIA,20/08/2007, Khajula, , , ,, , ,5800,, ,,,,,,,,,, , ,YES ,,
FLOOD, BUSIA,20/08/2007, Bunyala Central, , , ,, , ,6800,, ,,,, ,,,,,, , ,YES ,,
FLOOD, BUSIA,21/08/2007, Rukala - Budalangi North, , , ,, , ,1344,, ,,,, ,,,,,, , ,YES ,,
FLOOD, BUSIA,21/08/2007, Iyanga, , , ,, , ,380,, ,,,, ,,,,,, , ,YES ,,
FLOOD, BUSIA,21/08/2007," Elugulu, Bulwani", , , ,, , ,1750,, ,,,, ,,,,,, , ,YES ,,
FLOOD, BUSIA,21/08/2007, Buhuma, , , ,, , ,280,, ,,,, ,,,,,, , ,YES ,,
FLOOD, BUSIA,21/08/2007, Osieko, , , ,, , ,2710,, ,,,, ,,,,,, , ,YES ,,
FLOOD, MACHAKOS,05/02/2014, Syanthi village,2, , , , , , , , ,,, ,, ,,,, , ,Drowned while swimming in an overflown dam ,yes ,,
FLOOD,MAKUENI,24/04/2018,Kiaoni (Makueni County),,,,,,150,,,,,,,,,,,,,,Riverine - Bridge compromised ,MA-DB-0001,,"Damaged river gauging telemetric station installed at Athi Kaoni site RGS 3F09, 3No gauge plates were also carried away, a number of shops and houses as well at the Kiaoni Shopping Centre were damaged.The left bank of the Kitui Kibwezi bridge was also compromised by the floods."
FLOOD, TAITA-TAVETA,03/01/2018,Taita Taveta County(Taveta Sub County),2,,,,,"13,377",,,,,,,,,,,,,,"Rivers Lumi, Flash Flood",MA-DB-0003,,"Flood Early Waning Systems(FEWS) are installed at 3 locations Challa, Rekeke and Darajani @3JA15. On 1st March 2018 there was heavy rain in the whole of Taveta that was registered in the 3 FEWS and the population downstream were warned of the same to take up mitigating measures. At Challa 40mm of rain was observed between 6 pm and 8.30 pm. At Rekeke on 3rd March 2018 35mm of rainfall was observed from 4.10 am whle at Darajani 3JA15 the FEWS was completely submerged  .The alarm is located on RGS from 1.5m to 3 m.The  Reading on the RGS 3JA15 for various dates are as follows 21st-25th April 2018 3.8 m, 1.9m, 0.9m, 2.7m and 0.60  m respectively. Any  water level reading above 1.8 m triggers the Early waring system  dowstream of the FEWS.  The flooding within Taveta comes from 3 main sources; 1)Rain from Taveta(minimal) 2)flooding from Mt. Kilimanjaro  through River Lumi and a number of major gulleys draining into Taveta(major flooding) and 3) Major gulleys draining  into Taveta from the Tsavo West (major flooding)"
FLOOD, TAITA-TAVETA,05/03/2017,"Survey Area     Taveta , County: Taita Taveta
River basin Lumi, Sub County: Taveta, Location: Mahoo, Sub-location: Mahoo, Village: Sengoni
",,,,,,,,,,,,,,,,,,,,"Weir at Grogan Canal overtopped, banana plantations swept away",MA-DB-0004,,
FLOOD,KILIFI,19/12/2015,"County: Kilifi    Sub County: Malindi and Magarini
River Basin: Sabaki
Location: Malimo, Chakama, Shakahola and Kisiki cha Mzungu and Dagamra, Garashi, Gandini, Matolani and Baricho",1,,,,,1050HH,,7HH,,,,,,,,,,,,Crops destroyed in Chakama,MA-DB-0006,,
FLOOD,MAKUENI,20/04/2015,"County: MAKUENI
River Basin: Muuoni
Location: Mutiswa : Two sub-locations affected 
Sub-location: Katani Sub-locatio?& ? Mutiswa sub-location
Villages in Katan sub-locationi: 
Kwa Mbula, Munyuni,Mambwa,Mbulutini,Kwa Kiwu,Kwo Lingu, KithathaniKwa Mbithi

Villages in Mutiswa sub-location 

Kimia, Kivuthi, Kwa Mukuta,,Kwa Lula, Kiungwani, Mbowe, Kavete, Matooni, Masaani, Katheka.
",,,,5,,,,,,,,,,,,2,,,,,MA-DB-0007,,
FLOOD, TAITA-TAVETA,27/04/2016,Kimorigo,,,,,,1939,,,,,,,,,,,,,,Riverine,MA-DB-0008,,
FLOOD, THARAKA-NITHI,27/04/2016,Mbogoni,,,,,,,,,,,,,,,,,,,,Riverine - Bridge compromised ,MA-DB-0009,,
FLOOD, BARINGO,06/05/2016,Marigat,,,,,,5000,,,,,,,,,,,,,,,MA-DB-0010,,
FLOOD,NAKURU,19/04/2018,Lake Naivasha,,,,,,,,,,,,,,,,,,,,Fluctuating lake levels,MA-DB-0012,,
FLOOD, BARINGO,08/04/2018,"Salabani and Ngambo Sec.). area of Ngambo location, Lake Baringo",1,,,,,100,,,,,,,,300,,,182,,,,MA-DB-0013,,
FLOOD, WEST POKOT,18/04/2018,kongelai,,,,,,,,,,,,,,,,,,,,,MA-DB-0014,,
FLOOD,NAROK,13/4/2018,Narok town ,2,,,,,,,,,,,,,,,,,,,,MA-DB-0019,,
FLOOD, ISIOLO,15/03/2018,Isiolo Town - Isiolo Airport road junction (Merire Lagga.),4,,,,,500,,,,,,,,,,,,,,Perimeter masonary wall along the merire lagga collapsed.Inundated buildings next to the lagga.,MA-DB-0024,,
FLOOD, ISIOLO,15/03/2018,Bulla Pesa (Soko ya mbuzi),,,,,,300,,,,,,,,,,,,,,Inundated residential houses,MA-DB-0026,,
FLOOD,SAMBURU,01/05/2017,Maralal Stadium Samburu County,,,,,,350,,,,,,,,,,,,,,,MA-DB-0030,,
FLOOD,SAMBURU,01/05/2017,"Mbukiwa primary School, Maralal Town.",,,,,,200,,,,,,,,,,,,,,2kmx10m deep gulley created as a result of the flood.,MA-DB-0031,,
FLOOD,NAROK,25/11/2017,"Narok town - Bus stop, Jua kali area , open cloth market , Hass petrol station and Kanga house ",,,,,,,,,,,,,,,,,,,,,MA-DB-0034,,
FLOOD, MIGORI,28/11/2015,"The affected villages are Kabuto, Nyora and Manyuanda. Nyora Pr School",,,,,,249,,,,,3000000,,,,,,,,,"Early warning alarm systems went on at Wath Onger Station at 1.12am for level 1 of 3m, level 2 of 4m at 3.24am and level 3 of 5m at 7.09am.",MA-DB-0039,,
FLOOD,HOMA BAY,12/01/2015,AgoloMuok in Gwassi ,4,,,,,,,,,,300000,,,,,,,,,,MA-DB-0041,,
FLOOD,NAROK,17/11/2015,Narok town ,,,,,,,,,,,,,,,,,,,,Regulating dam collapsed ,MA-DB-0043,,
FLOOD,NAROK,28/04/2015,Narok town ,15,,,,,,,,,,69045984,,,,,,,,,Dam washed away ,MA-DB-0044,,
FLOOD,NAROK,15/12/2008,"Oloshapani, Narok south sub- county, Narok county",,,1,,,,,,,,,,,,,,,,,,MA-DB-0053,,
FLOOD, ISIOLO,16/4/2015,"Kithima,Mutunyi,Ntirim,Kakili,Burati,Maili tano and kambi sheik",,,,,,,,,,,250000,,,,,,,,,On the night of Thursday 16th April 2015 there was heavy down pour at MT Kenya forest and surrounding areas causing heavy runoff which drained in Isiolo River. This caused the river to overflow and broke banks destroying crops grown 100m on either side.,MA-DB-0055,,"More than 300 number farmers crops were destroyed that include maize, tomatoes,brinjals,capsicumsbeans,onions,sugarcane,fruittrees,kales,spinach,cowpeas,green grams. "
FLOOD, MIGORI,20/04/2015,"Nyatike , East Kadem, Ratieny ",,,,,,228,,,,,,,,,,,,,,None /Road culvert were washed and blocked by silt from up streams causing havoc to the community ,MA-DB-0056,,
FLOOD, MIGORI,20/4/2015,"Nyatike, East and South East Muhuru (Tito)",,,,,,163,,,,,,,,,,,,,,"Tanzania /Tito bridge was not passable to the immigration office at kobadia for 6 hours , but in several occasion this ",MA-DB-0057,,
FLOOD, MIGORI,27/04/2015,"Nyatike ,Lower Central Kadem",,,,,,902,,,,,,,,,,,,,,Almost Farmlands and some  homesteads affected  (Nyora/Kabuto/Sere),MA-DB-0058,,
FLOOD, MIGORI,22/4/2015,"Nyatike ,East Karungu and North Kadem",,,,,,530,,,,,,,,,,,,,,Shopping centre marooned for over 3 weeks (Lwanda ),MA-DB-0059,,
FLOOD, MIGORI,05/01/2015,"Nyatike ,North East Kadem (Osani)",3,,,,,136,,,,,,,,,,,,,,none / Market and road was damaged. This is unusual happening  and poor road construction could be a major challenge or cause as usual drainages were blocked ,MA-DB-0060,,
FLOOD, MIGORI,24/4/2015,"Nyatike ,Lower Amoyo Central (Nyakore )",,,,,,45,,,,,,,,,,,,,,Livestock were swept away in the grazing field ,MA-DB-0061,,
FLOOD,GARISSA, 6/11/2015 ,Ziwani A & B Villages,,,,,,,,,,," 200,000",,,,,,,,,,MA-DB-0065,,
FLOOD,NAROK, 22/11/2015,Kaikia and Esamburbur –Narok Town Sub-catchments ,,,,,,550,,,,,100000000,,,,8,,,,, Over 100Million Kshs in terms of Infrastructure only. The other damages are not yet known.We are still consulting with stakehoders & Eng. Town planning.,MA-DB-0081,,
FLOOD, NAIROBI,11/05/2015,"South B, South C, Nairobi West and Kileleshwa. High Rise and Nairobi dam wall",,,,30000,,,,,,,,,,,,,,,,,MA-DB-0089,,
FLOOD,NAIROBI,12/05/2015,Nairobi City - Mosque flooded,9,,,,,,,,,,,,,,,,,,,Mosque collapsed in Nairobi,MA-DB-0092,,
FLOOD,TURKANA,18/04/2013,"Karokol, Turkana West, South Sola",25,,,,,5496,,,,,,,,,,,,,,,MA-DB-0094,,
FLOOD,KILIFI,16/4/2013,"Kolobani village, Kilifi County",,,,,,209,,,,,,,,,,,,,,,MA-DB-0095,,
FLOOD, BARINGO,05/09/2012,Marigat and Baringo,,,,,,240000,,,,,,5,,,,,,,,,MA-DB-0096,,
FLOOD,BUSIA,08/05/2010,"(Western Kenya, Amoni location (Teso District))",100,,,,,70000,,,,,,,,,,,,,,,MA-DB-0099,,
LAND SLIDE,KEIYO-MARAKWET,30/04/2010,Kitony Village,10,,,,,,,,,,,,,,,,,,,,MA-DB-0100,,
FLOOD, MANDERA,29/10/2009,"Mandera District, North  eastern province",16,,,,,44850,,,,,,,,,,,,,,,MA-DB-0110,,
FLOOD,TURKANA,07/10/2008,Katilu location (Turkana District),17,,,,,6310,,,,,,,,,,,,,,,MA-DB-0115,,
FLOOD, MANDERA,14/10/2008,Mandera District,3,,,,,6000,,,,,,,,,,,,,,Somalia also affected,MA-DB-0117,,
FLOOD,TANA-RIVER,13/06/2008,Tana Delta District,16,,,,,8658,,,,,,,,,,,,,,,MA-DB-0119,,
FLOOD,HOMA BAY,20/04/2008,Homa Bay-Asego Division-Wahambla and Got Kokech villages,,,,,,2000,,,,,,,,,,,,,,River Rangwen,MA-DB-0120,,
FLOOD,KISUMU,20/04/2008,"Nyanza province-Lower Nyakach Division-Rang'ui, North Nyakach, Pap Onditi and Asalo. Nyando District. Kasai, Kisumu's Nyalenda slums",,,,,,,,,,,,,,,,,,,,,MA-DB-0120,,
FLOOD, TAITA-TAVETA,20/03/2008,"Kenya-Coast province: Taita and Taveta Districts- Kimorigo, Eldoro and Marodo, Kimorigo, Mbogoni and Mahoo, Voi, Tanzania and Bondeni.  Tanzania- Manyara region-Mirerani area Arusha",2,,,,,10000,,,,,,,,,,,,,,,MA-DB-0124,,
