|location|date|damage_livelihood|damage_general|people_affected|people_dead|houses_affected|livelihood_affected|infrastructures_affected|infrastructures_mentioned
863|Zambia|||||||||bridges
864|Zambia|||||||||bridges
865|Zambia|||||||||school
866|Zambia|||||||||schools
867|Zambia|||||||||schools
868|Zambia|||||||||school
869|Zambia|||||||||houses
870|Zambia|||||||||houses
871|Zambia|||||||||school
872|Zambia|||||||||hospital
873|Zambia|||||||||Bridges
874|Zambia|||||||||Bridges
875|Zambia|||||||||embankments
876|Zambia|||||||||embankments
877|Zambia|||||||||road
878|Zambia|||||||||Bridges
879|Zambia|||||||||Bridges
880|Zambia|||||||||home
881|Zambia|||||||||houses
882|Zambia|||||||||houses
883|Zambia|||||||||schools
884|Zambia|||||||||schools
885|Zambia|||||||||schools
886|Zambia|||||||||schools
887|Zambia|||||||||school
888|Zambia|||||||||school
889|Zambia|||||||||school
890|Zambia|||||||||houses
891|Zambia|||||||||houses
892|Zambia|||||||||schools
893|Zambia|||||||||schools
894|Zambia|||||||||schools
895|Zambia|||||||||schools
896|Zambia|||||||||schools
897|Zambia|||||||||schools
898|Zambia|||||||||school
899|Zambia|||||||||school
900|Zambia|||||||||school
901|Zambia|||||||||hospital
902|Zambia|||||||||houses
903|Zambia|||||||||houses
904|Zambia|2009/10||||||||School
905|Zambia|2009/10||||||||schools
906|Zambia|2009/10||||||||schools
907|Zambia|||||||||school
908|Zambia|||||||||school
909|Zambia|||||||||houses
910|Zambia|||||||||houses
911|Zambia|||||||||schools
912|Zambia|||||||||schools
913|Zambia|||||||||train
914|Zambia|||||||||school
915|Zambia|||||||||school
916|Zambia|||||||||schools
917|Zambia|||||||||schools
918|Zambia|||||||||school
919|Zambia|||||||||school
920|Namwala|||||||||houses
921|Namwala|||||||||houses
922|Namwala|||||||||houses
923|Namwala|||||||||houses
924|Namwala|||||||||houses
925|Namwala|||||||||houses
926|Namwala|||||||||houses
927|Namwala|||||||||houses
928|Namwala|||||||||houses
929|Namwala|||||||||houses
930|Namwala|||||||||houses
931|Namwala|||||||||houses
932|Zambia|||||||||school
933|Zambia|||||||||schools
934|Zambia|||||||||schools
935|Zambia|||||||||houses
936|Zambia|||||||||houses
937|Zambia|||||||||schools
938|Zambia|||||||||schools
939|Zambia|||||||||schools
940|Zambia|||||||||schools
941|Zambia|2010, 2011||||||||School
942|Zambia|2010, 2011||||||||houses
943|Zambia|2010, 2011||||||||houses
944|Zambia|2010, 2011||||||||schools
945|Zambia|2010, 2011||||||||schools
946|Zambia|2010, 2011||||||||school
947|Zambia|2010||||||||strain
948|Zambia|||||||||broad
949|Zambia|||||||||hospital
950|Zambia|||||||||road
951|Zambia||||1 |||||
952|Zambia|||||||||Road
953|Zambia|||||||||Road
954|Zambia|||||||||Road
955|Zambia|||||||||Road
956|Lusaka|2008/9, 2009/10||||||||Road
957|Lusaka|2008/9, 2009/10||||||||embankments
958|Lusaka|2008/9, 2009/10||||||||embankments
959|Lusaka|2008/9, 2009/10||||||||bridges
960|Lusaka|2008/9, 2009/10||||||||bridges
961|Zambia|||||||||road
962|Zambia|||||||||road
963|Zambia|||||||||schools
964|Zambia|||||||||schools
965|Zambia|||||||||market
966|Zambia|||||||||road
967|Zambia|||||||||Bridges
968|Zambia|||||||||Bridges
969|Zambia|||||||||Embankment
970|Zambia|||||||||road
971|Lusaka|||||||||Bridges
972|Lusaka|||||||||Bridges
973|Lusaka|||||||||Road
974|Lusaka|||||||||Embankments
975|Lusaka|||||||||Embankments
976|Zambia|||||||||Bridges
977|Zambia|||||||||Bridges
978|Zambia|||||||||Embankments
979|Zambia|||||||||Embankments
980|Zambia|||||||||Road
981|Zambia|||||||||Bridges
982|Zambia|||||||||Bridges
983|Zambia|||||||||embankments
984|Zambia|||||||||embankments
985|Zambia|||||||||road
986|Southern|2010||||||||road
987|Zambia|||||||||Bridges
988|Zambia|||||||||Bridges
989|Zambia|||||||||Bridge
990|Zambia|||||||||embankments
991|Zambia|||||||||embankments
992|Zambia|||||||||home
993|Zambia|ON 10 5.0, 12 6.0||||||||Roads
994|Zambia|ON 10 5.0, 12 6.0||||||||Roads
995|Zambia|ON 10 5.0, 12 6.0||||||||Bridges
996|Zambia|ON 10 5.0, 12 6.0||||||||Bridges
997|Zambia|ON 10 5.0, 12 6.0||||||||Schools
998|Zambia|ON 10 5.0, 12 6.0||||||||Schools
999|Zambia|ON 10 5.0, 12 6.0||||||||Clinics
1000|Zambia|ON 10 5.0, 12 6.0||||||||Clinics
1001|Zambia|ON 10 5.0, 12 6.0||||||||Roads
1002|Zambia|ON 10 5.0, 12 6.0||||||||Roads
1003|Zambia|ON 10 5.0, 12 6.0||||||||Bridges
1004|Zambia|ON 10 5.0, 12 6.0||||||||Bridges
1005|Zambia||||614814 |||||
1006|Zambia|||||||||schools
1007|Zambia|||||||||schools
1008|Zambia|||||||||hospitals
1009|Zambia|||||||||hospitals
1010|Zambia||||149222 |||||
1011|Zambia||||306992 |||||
1012|Zambia||||225126 |||||
1013|Zambia||||104339 |||||
1014|Western|||||||||schools
1015|Western|||||||||schools
1016|Western|||||||||bridges
1017|Western|||||||||bridges
1018|Western|||||||||roads
1019|Western|||||||||roads
1020|Western||||||||14 roadroads|
1021|Western|||||||||roads
1022|Western|||||||||roads
1023|Western||||||||5 bridgebridges|
1024|Western|||||||||bridges
1025|Western|||||||||bridges
1026|Western|||||||||schools
1027|Western|||||||||schools
1028|Western|||||||||school
1029|Western|||||||||roads
1030|Western|||||||||roads
1031|Western|||||||||schools
1032|Western|||||||||schools
1033| Western||||||1043 |||
1034|North-Western||||||421 |||
1035|North-Western|||||||||houses
1036|North-Western|||||||||houses
1037|North-Western|||||||||houses
1038|North-Western|||||||||houses
1039|Chavuma|May 2009||||||||houses
1040|Chavuma|May 2009||||||||houses
1041|Chavuma|May 2009|||343 |||||
1042|Chavuma|May 2009||||||||roads
1043|Chavuma|May 2009||||||||roads
1044|Chavuma|May 2009||||||||bridges
1045|Chavuma|May 2009||||||||bridges
1046| Western|May 2009|||26400 |||||
1047|North-Western|May 2009|||26400 |||||
1048|Kalabo|May 2009|||149222 |||||
1049|Chavuma|May 2009|||4165 |||||
1050|Chavuma|May 2009||||||||schools
1051|Chavuma|May 2009||||||||schools
1052|Chavuma|May 2009||||||||schools
1053|Chavuma|May 2009||||||||schools
1054|Kaoma|||||||||Road
1055|Kaoma|||||||||roads
1056|Kaoma|||||||||roads
1057|Kaoma|||||||||bridges
1058|Kaoma|||||||||bridges
1059|Kaoma|||||||||bridges
1060|Kaoma|||||||||bridges
1061|Kaoma|||||||||roads
1062|Kaoma|||||||||roads
1063|Zambia||||104339 |||||
1064|Zambia|||||||||schools
1065|Zambia|||||||||schools
1066|Zambia||||343 |||||
1067|Zambia|||||||||schools
1068|Zambia|||||||||schools
1069|Zambia|||||||||schools
1070|Zambia|||||||||schools
1071|Zambia|||||||||hospitals
1072|Zambia|||||||||hospitals
1073|Western||||614814 |||||
1074|Western|||||||||schools
1075|Western|||||||||schools
1076|Western|||||||||hospitals
1077|Western|||||||||hospitals
1078|Chavuma|2008/9||||||||houses
1079|Chavuma|2008/9||||||||houses
1080|Chavuma|||||||||Roads
1081|Chavuma|||||||||Roads
1082|Chavuma|||||||||Bridges
1083|Chavuma|||||||||Bridges
1084|Lukulu|||||||||road
1085|Senanga|||||||||roads
1086|Kalabo|||||||||roads
1087|Chavuma|||||||||roads
1088|Zambezi|||||||||roads
1089|Senanga|||||||||roads
1090|Kalabo|||||||||roads
1091|Chavuma|||||||||roads
1092|Zambezi|||||||||roads
1093|Chavuma|||||||||road
1094|Chavuma|||||||||roads
1095|Chavuma|||||||||roads
1096|Chavuma||||||||14 roadroads|
1097|Chavuma|||||||||roads
1098|Chavuma|||||||||roads
1099|Chavuma|||||||||bridges
1100|Chavuma|||||||||bridges
1101|Chavuma||||||||5 bridgebridges|
1102|Chavuma|||||||||bridges
1103|Chavuma|||||||||bridges
1104|Chavuma|||||||||roads
1105|Chavuma|||||||||roads
1106|Chavuma|||||||||routes
1107|Chavuma|||||||||routes
1108|Chavuma|||||||||embankment
1109|Chavuma|||||||||Schools
1110|Chavuma|||||||||Schools
1111|Chavuma|||||||||Clinics
1112|Chavuma|||||||||Clinics
1113|Chavuma||||||||37 schoolschools|
1114|Chavuma||||||||5 schoolschools|
1115|Chavuma|||||||||schools
1116|Chavuma|||||||||schools
1117|Chavuma|||||||||schools
1118|Chavuma|||||||||schools
1119|Chavuma|||||||||schools
1120|Chavuma|||||||||schools
1121|Chavuma|||||||||school
1122|Chavuma|||||||||schools
1123|Chavuma|||||||||schools
1124|Chavuma|||||||||schools
1125|Chavuma|||||||||schools
1126|Chavuma|||||||||schools
1127|Chavuma|||||||||schools
1128|Chavuma|||||||||schools
1129|Chavuma|||||||||schools
1130|Mungwi|||||||||dams
1131|Mungwi|||||||||dams
1132|Kasempa|||||||||houses
1133|Kasempa|||||||||houses
1134|Kasempa|||||||||schools
1135|Kasempa|||||||||schools
1136|Kasempa|||||||||schools
1137|Kasempa|||||||||schools
1138|Kasempa|||||||||school
1139|Kasempa|||||||||roads
1140|Kasempa|||||||||roads
1141|Kasempa|||||||||School
1142|Kasempa|||||||||houses
1143|Kasempa|||||||||houses
1144|Serenje||||138 |||||
1145|Serenje|||||||||school
1146|Serenje|||||||||roads
1147|Serenje|||||||||roads
1148|Kasempa|||||||||School
1149|Kasempa|||||||||roads
1150|Kasempa|||||||||roads
1151|Mongu|||||||||School
1152|Mongu|||||||||roads
1153|Mongu|||||||||roads
1154|Chavuma||||||||2 schoolschools|
1155|Chavuma|||||||||schools
1156|Chavuma|||||||||schools
1157|Chavuma|||||||||School
1158|Chavuma|||||||||School
1159|Chavuma|||||||||roads
1160|Chavuma|||||||||roads
1161|Chavuma|||||||||bridges
1162|Chavuma|||||||||bridges
1163|Zambezi|||||||||clinics
1164|Chavuma|||||||||clinics
1165|Zambezi|||||||||clinics
1166|Chavuma|||||||||clinics
1167|Chavuma||||992 |||||
1168|Zambezi|||||||||clinic
1169|Zambezi|||||||||clinics
1170|Zambezi|||||||||clinics
1171|Zambia||||104339 |||||
1172|Chavuma|||||||||schools
1173|Chavuma|||||||||schools
1174|Kabompo|||||||||schools
1175|Kabompo|||||||||schools
1176|Kabompo|||||||||school
1177|Kabompo|||||||||schools
1178|Kabompo|||||||||schools
1179|Kabompo|||||||||schools
1180|Kabompo|||||||||schools
1181|Kabompo|||||||||schools
1182|Kabompo|||||||||schools
1183|Kabompo|||||||||school
1184|Kabompo|||||||||schools
1185|Kabompo|||||||||schools
1186|Central|||||||||houses
1187|Eastern|||||||||houses
1188|Northern|||||||||houses
1189|North-Western|||||||||houses
1190| Western|||||||||houses
1191|Central|||||||||houses
1192|Eastern|||||||||houses
1193|Northern|||||||||houses
1194|North-Western|||||||||houses
1195| Western|||||||||houses
1196|Western|||||||||houses
1197|Western|||||||||houses
1198|Western|||||||||houses
1199|Western|||||||||houses
1200|Western|||||||||houses
1201|Western|||||||||houses
1202|Kalabo|||||||||schools
1203|Kalabo|||||||||schools
1204|Kalabo||||343 |||||
1205|Northern|||||||||schools
1206|Northern|||||||||schools
1207|Northern|||||||||bridges
1208|Northern|||||||||bridges
1209|Northern|||||||||roads
1210|Northern|||||||||roads
1211|Northern||||||||14 roadroads|
1212|Northern|||||||||roads
1213|Northern|||||||||roads
1214|Northern|||||||||bridges
1215|Northern|||||||||bridges
1216|Northern|||||||||schools
1217|Northern|||||||||schools
1218|Northern|||||||||houses
1219|Northern|||||||||houses
1220|Northern|||||||||schools
1221|Northern|||||||||schools
1222|Northern|||||||||schools
1223|Northern|||||||||schools
1224|Northern|||||||||school
1225|Northern|||||||||roads
1226|Northern|||||||||roads
1227| Western||||||1043 |||
1228|North-Western||||||421 |||
1229|North-Western|||||||||houses
1230|North-Western|||||||||houses
1231|North-Western|||||||||houses
1232|North-Western|||||||||houses
1233|North Western|||||||||houses
1234|North Western|||||||||houses
1235|North Western|||||||||roads
1236|North Western|||||||||roads
1237|North Western|||||||||bridges
1238|North Western|||||||||bridges
1239|North Western||||343 |||||
1240|North Western||||52800 |||||
1241|Zambia|||||||||Road
1242|Zambia|||||||||roads
1243|Zambia|||||||||roads
1244|Zambia|||||||||bridges
1245|Zambia|||||||||bridges
1246|Senanga|||||||||bridges
1247|Senanga|||||||||bridges
1248|Senanga|||||||||roads
1249|Senanga|||||||||roads
1250|Zambia|||||||||schools
1251|Zambia|||||||||schools
1252|Zambia|||||||||schools
1253|Zambia|||||||||schools
1254|Zambia||||225126 |||||
1255|Zambia||||104339 |||||
1256|Zambia||||76516 |||||
1257|Zambia|||||||||schools
1258|Zambia|||||||||schools
1259|Kazungula|||||||||houses
1260|Kazungula|||||||||houses
1261|Zambia|||||||||House
1262|Zambia|||||||||School
1263|Zambia|||||||||Bridge
1264|Zambia|||||||||Road
1265|Zambia|||||||||schools/
1266|Zambia|||||||||houses
1267|Zambia|||||||||houses
1268|Zambia|||||||||School
1269|Zambia|||||||||House
1270|Zambia|||||||||Clinic
1271|Zambia|||||||||School
1272|Zambia|||||||||Bridge
1273|Zambia|||||||||Road
1274|Zambia|||||||||schools/
1275|Zambia|||||||||houses
1276|Zambia|||||||||houses
1277|Zambia|||||||||School
1278|Senanga|||||||||Road
1279|Senanga|||||||||Bridge
1280|Senanga|||||||||Road
1281|Sesheke|||||||||Road
1282|Senanga|||||||||Bridge
1283|Sesheke|||||||||Road
1284|Sesheke|||||||||Road
1285|Sesheke|||||||||Road
1286|Luangwa|||||||||Bridge
1287|Luangwa|||||||||Bridge
1288|Luangwa|||||||||Bridge
1289|Luangwa|||||||||Bridge
1290|Luangwa|||||||||Bridge
1291|Luangwa|||||||||Bridge
1292|Luangwa|||||||||Bridge
1293|Luangwa|||||||||Bridge
1294|Luangwa|||||||||Bridge
1295|Luangwa|||||||||Bridge
1296|Mwinilunga|||||||||bridge
1297|Mwinilunga|||||||||road
1298|Mwinilunga|||||||||road
1299|Kabwe|||||||||bridges
1300|Kabwe|||||||||bridges
1301|Kabwe|||||||||road
1302|Kabwe|||||||||road
1303|Isoka|||||||||road
1304|Isoka|||||||||road
1305|Isoka|||||||||road
1306|Kalabo|||||||||Bridge
1307|Kalabo|||||||||Bridge
1308|Kalabo|||||||||Bridge
1309|Serenje|||||||||Road
1310|Isoka|||||||||road
1311|Kalabo|||||||||Bridge
1312|Kabwe|||||||||Bridge
1313|Kabwe|||||||||Bridge
1314|Kabwe|||||||||Bridge
1315|Kabwe|||||||||Bridge
1316|Kabwe|||||||||road
1317|Kabwe|||||||||Bridge
1318|Kabwe|||||||||road
1319|Zambia|||||||||road
1320|Zambia|||||||||road
1321|Sesheke|||||||||School
1322|Zambia|||||||||School
1323|Zambia|||||||||School
1324|Zambia|||||||||School
1325|Zambia|||||||||house
1326|Zambia|||||||||School
1327|Zambia|||||||||houses
1328|Zambia|||||||||houses
1329|Zambia|||||||||School
1330|Zambia|||||||||School
1331|Zambia|||||||||School
1332|Zambia|||||||||School
1333|Zambia|||||||||School
1334|Zambia||||||1 |||
1335|Zambia||||||1 |||
1336|Zambia|||||||||house
1337|Zambia|||||||||school
1338|Zambia|||||||||School
1339|Zambia|||||||||house
1340|Zambia|||||||||school
1341|Zambia|||||||||School
1342|Zambia|||||||||School
1343|Zambia|||||||||School
1344|Zambia|||||||||school
1345|Zambia|||||||||School
1346|Zambia|||||||||School
1347|Chongwe|||||||||School
1348|Chongwe|||||||||School
1349|Chongwe|||||||||School
1350|Chongwe|||||||||School
1351|Zambia||||5 |||||
1352|Zambia|Dec. 2008|||54 |||||
1353|Kasempa|2008/9|||5 |||||
1354|Kabompo|2008/9, 2007/08, 2008/09|||359 |||||
1355|Kabompo|2008/9, 2007/08, 2008/09||||||||market
1356|Kabompo|2008/9, 2007/08, 2008/09|||18 |||||
1357|Kabompo|2008/9, 2007/08, 2008/09|||1945 |||||
1358|Kabompo|2008/9, 2007/08, 2008/09|||5 |||||
1359|Zambia|2008/9||||||||school
1360|Zambia|2008/9|||1232 |||||
1361|Zambia|2008/9|||1680 |||||
1362|Zambia|2008/9||||||||Roads
1363|Zambia|2008/9||||||||Roads
1364|Zambia|2008/9||||||||bridges
1365|Zambia|2008/9||||||||bridges
1366|Zambia|2008/9||||||||School
1367|Kaoma|December 2008, at 2008/09 mar, May 2009||||||||market
1368|Kaoma|December 2008, at 2008/09 mar, May 2009|||81145 |||||
1369|Mongu|2009|||5 |||||
1370|Chavuma||||5 |||||
1371|Chavuma|||||||||school
1372|Chavuma|||||||||school
1373|Chavuma|||||||||school
1374|Chavuma|||||||||schools
1375|Chavuma|||||||||schools
1376|Western||||1232 |||||
1377|Kasempa|August 2009, May 2010||||||||market
1378|Senanga|||||||||dams
1379|Senanga|||||||||dams
1380|Zambia|||||||||schools
1381|Zambia|||||||||schools
1382|Zambia|2008/9|||5 |||||
1383|Zambia|2008/9||||||||Markets
1384|Zambia|2008/9||||||||Markets
1385|Zambia|||||||||schools
1386|Zambia|||||||||schools
1387|Zambia|||||||||school
1388|Zambia|||||||||school
1389|Zambia|2008, 2007, 2007/08, 2006/07, of 2008, 2008/09||||||||market
1390|Zambia|2008, 2007, 2007/08, 2006/07, of 2008, 2008/09||||||||market
1391|Zambia|on 2009/10 Mar, 2008/09 mar, 2008/09 mar||||||||market
1392|Zambia|2008/09 mar, 2008/09 mar||||||||market
1393|Zambia|2008/09 mar, 2008/09 mar||||||||market
1394|Zambia|2008/09 mar, 2008/09 mar||||||||market
1395|Zambia|||||||||market
1396|Zambia|||||||||dam
1397|Zambia|2006, 2006||||||||house
1398|Zambia|||||||||school
1399|Zambia|||||||||schools
1400|Zambia|||||||||schools
1401|Zambia||||||||8013 schoolschools|
1402|Zambia||||||||583 schoolschools|
1403|Zambia|||||||||schools
1404|Zambia|||||||||schools
1405|Zambia|||||||||schools
1406|Zambia|||||||||schools
1407|Zambia||||||||2716 schoolschools|
1408|Zambia|||||||||schools
1409|Zambia|||||||||schools
1410|Zambia|||||||||schools
1411|Zambia|||||||||schools
1412|Zambia|||||||||school
1413|Zambia|of 2007||||||||school
1414|Zambia|||||||||school
1415|Zambia|||||||||schools
1416|Zambia|||||||||schools
1417|Kaoma|May 2009, at 2008/09 mar, May 2009, 2009/10 mar||||||||market
1418|Kaoma|May 2009, at 2008/09 mar, May 2009, 2009/10 mar||||||||market
1419|Kaoma|May 2009, at 2008/09 mar, May 2009, 2009/10 mar||||||||market
1420|Kaoma|May 2009, at 2008/09 mar, May 2009, 2009/10 mar||||||||market
1421|Sesheke|December 2008, May 2009||||||||market
1422|Lukulu|December 2008, May 2009||||||||market
1423|Zambia|||||||||clinics
1424|Zambia|||||||||clinics
1425|Zambia|2009|||5 |||||
1426|Kabompo||||||||1 clinic|
1427|Kabompo|||||||||clinic
1428|Zambia|||||||||school
1429|Zambia|||||||||school
1430|Zambia|||||||||school
1431|Zambia|||||||||school
1432|Zambia||||1232 |||||
1433|Zambia||||1680 |||||
1434|Zambia|||||||||houses
1435|Zambia|||||||||houses
1436|Zambia|||||||||houses
1437|Zambia|||||||||houses
1438|Zambia|2008/9, May 2009||||||||roads
1439|Zambia|2008/9, May 2009||||||||roads
1440|Zambia|2008/9, May 2009||||||||bridges
1441|Zambia|2008/9, May 2009||||||||bridges
1442|Zambia|2008/9, May 2009||||||||school
1443|Kaoma|at 2008/09 mar, May 2009||||||||market
1444|Kasempa||||81145 |||||
1445|Zambia||||5 |||||
1446|Chavuma||||5 |||||
1447|Zambia|||||||||school
1448|Zambia|||||||||school
1449|Zambia|||||||||school
1450|Zambia|||||||||schools
1451|Zambia|||||||||schools
1452|Western||||1232 |||||
1453|Kasempa|August 2009, April 2010||||||||market
1454|Zambia|||||||||school
1455|Zambia|||||||||schools
1456|Zambia|||||||||schools
1457|Zambia|||||||||Roads
1458|Zambia|||||||||Roads
1459|Zambia|||||||||Bridges
1460|Zambia|||||||||Bridges
1461|Zambia|||||||||school
1462|Zambia|||||||||home
1463|Zambia|||||||||Roads
1464|Zambia|||||||||Roads
1465|Zambia|||||||||Bridges
1466|Zambia|||||||||Bridges
1467|Zambia|||||||||School
1468|Zambia||||||5 |||
1469|Zambia|||||||||house
1470|Zambia|2008/09|||13 |||||
1471|Zambia|January 2009||||||||Home
1472|Zambia|January 2009 to date, 2008/09 1||||||||school
1473|Zambia|January 2009 to date, 2008/09 1||||||||school
1474|Zambia|2008/9 mar||||||||market
1475|Zambia|2008/09||||||2 farm||
1476|Zambia|||||||2 crop||
1477|Zambia|||||||||market
1478|Zambia|||||||||market
1479|Zambia|||||||||roads
1480|Zambia|||||||||roads
1481|Zambia|||||||||bridges
1482|Zambia|||||||||bridges
1483|Zambia|||||||||market
1484|Zambia|||||||||market
1485|Zambia|May 2008||||||||house
1486|Zambia|||||||||Dam
1487|Zambia|||||||||house
1488|Zambia|||||||||house
1489|Zambia||||5 |||||
1490|Zambia||||5 |||||
1491|Zambia|May 2009, Dec 2008||||||||market
1492|Zambia|||||||||dam
1493|Zambia|||||||||school
1494|Zambia|||||||||School
1495|Zambia|||||||||Houses
1496|Zambia|||||||||Houses
1497|Zambia|||||||||School
1498|Zambia|||||||||School
1499|Zambia|||||||||School
1500|Zambia|||||||||clinic
1501|Zambia|||||||||Clinic
1502|Zambia|||||||||Clinic
1503|Zambia|||||||||school
1504|Zambia|||||||||School
1505|Zambia|||||||||school
1506|Zambia|||||||||Houses
1507|Zambia|||||||||Houses
1508|Zambia|||||||||School
1509|Zambia|||||||||School
1510|Zambia|||||||||School
1511|Zambia|||||||||clinic
1512|Zambia|||||||||Clinic
1513|Zambia|||||||||Clinic
1514|Zambia|2007/8||||||||Market
1515|Zambia|2007/8||||||||Market
1516|Zambia|10 4.6 Of, on10 4.7, 2008/9, on 10 5.1, 12 5.2||||||||Market
1517|Lusaka|January 2009, March 2009, March 2009||||||||markets
1518|Lusaka|January 2009, March 2009, March 2009||||||||markets
1519|Lusaka|January 2009, March 2009, March 2009||||||||market
1520|Lusaka|January 2009, March 2009, March 2009|||674464 |||||
1521|Lusaka|January 2009, March 2009, March 2009|||494608 |||||
1522|Lusaka|January 2009, March 2009, March 2009|||46803 |||||
1523|Lusaka|January 2009, March 2009, March 2009|||34324 |||||
1524|Zambia|March 2009||||||||market
1525|Zambia|December 2008, December 2007|||278 |||||
1526|Zambia|December 2008, December 2007||||||||markets
1527|Zambia|December 2008, December 2007||||||||markets
1528|Zambia|of November 2007, January 2008|||30 |||||
1529|Zambia|December 2008, June 2008, to December 2007||||||||Market
1530|Zambia|December 2008, June 2008, to December 2007||||||||market
1531|Zambia|December 2008, June 2008, to December 2007||||||||market
1532|Zambia|||||||||Home
1533|Chadiza|2007/8, 2008/9||||||||markets
1534|Chadiza|2007/8, 2008/9||||||||markets
1535|Chadiza|2007/8, 2008/9||||||||market
1536|Zambia|March 2009, March 2009, March 2009|||46803 |||||
1537|Zambia|March 2009, March 2009, March 2009|||34324 |||||
1538|Zambia|March 2009, March 2009, March 2009|||674464 |||||
1539|Zambia|March 2009, March 2009, March 2009|||494608 |||||
1540|Zambia|March 2009, March 2009, March 2009||||||||market
1541|Zambia|||||||||Market
1542|Luangwa|of November 2007, January 2008, November 2007, January 2008||||||||bridges
1543|Luangwa|of November 2007, January 2008, November 2007, January 2008||||||||bridges
1544|Luangwa|of November 2007, January 2008, November 2007, January 2008||||||||school
1545|Luangwa|of November 2007, January 2008, November 2007, January 2008||||||||schools
1546|Luangwa|of November 2007, January 2008, November 2007, January 2008||||||||schools
1547|Luangwa|of November 2007, January 2008, November 2007, January 2008||||||||markets
1548|Luangwa|of November 2007, January 2008, November 2007, January 2008||||||||markets
1549|Southern|||||||||Roads
1550|Southern|||||||||Roads
1551|Southern|||||||||Bridges
1552|Southern|||||||||Bridges
1553|Western|||||||||hospital
1554|Western|||||||||Bridges
1555|Western|||||||||Bridges
1556|Western|||||||||Bridge
1557|Western|||||||||embankments
1558|Western|||||||||embankments
1559|Western||||||||116 schoolschools|
1560|Western||||||||6 schoolschools|
1561|Western|||||||||houses
1562|Western|||||||||houses
1563|Western|||||||||schools
1564|Western|||||||||schools
1565|Western|||||||||schools
1566|Western|||||||||schools
1567|Western|||||||||Schools
1568|Western|||||||||Schools
1569|Zambia|||||||||broad
1570|Zambia|||||||||home
1571|Lusaka|||||||||Road
1572|Lusaka|||||||||embankments
1573|Lusaka|||||||||embankments
1574|Lusaka|||||||||bridges
1575|Lusaka|||||||||bridges
1576|Zambia|||||||||road
1577|Zambia|||||||||schools
1578|Zambia|||||||||schools
1579|Zambia|||||||||market
1580|Zambia|||||||||School
1581|Zambia|||||||||schools
1582|Zambia|||||||||schools
1583|Zambia|||||||||schools
1584|Zambia|||||||||schools
1585|Zambia|||||||||school
1586|Zambia|||||||||houses
1587|Zambia|||||||||houses
1588|Zambia|||||||||Schools
1589|Zambia|||||||||Schools
1590|Kafue|||||||||School
1591|Kafue|||||||||School
1592|Gwembe|||||||||School
1593|Gwembe|||||||||School
1594|Gwembe|||||||||house
1595|Gwembe|||||||||school
1596|Gwembe|||||||||houses
1597|Gwembe|||||||||houses
1598|Kabwe|||||||||house
1599|Kabwe|||||||||houses
1600|Kabwe|||||||||houses
1601|Kabwe|||||||||houses
1602|Kabwe|||||||||houses
1603|Zambia|||||||||school
1604|Zambia|||||||||houses
1605|Zambia|||||||||houses
1606|Zambia|||||||||schools
1607|Zambia|||||||||schools
1608|Zambia|||||||||School
1609|Zambia|||||||||houses
1610|Zambia|||||||||houses
1611|Zambia|||||||||schools
1612|Zambia|||||||||schools
1613|Zambia|||||||||school
1614|Zambia|||||||||schools
1615|Zambia|||||||||schools
1616|Zambia|||||||||school
1617|Zambia|||||||||schools
1618|Zambia|||||||||schools
1619|Zambia|||||||||broad
1620|Zambia|||||||||school
1621|Sesheke|||||||||roads
1622|Sesheke|||||||||roads
1623|Sesheke|||||||||roads
1624|Sesheke|||||||||roads
1625|Sesheke||||444624 |||||
1626|Zambia|||||||||market
1627|Kazungula|2005/06||||||||roads
1628|Kazungula|2005/06||||||||roads
1629|Kazungula|2005/06||||||||bridges
1630|Kazungula|2005/06||||||||bridges
1631|Kazungula|2005/06||||||||roads
1632|Kazungula|2005/06||||||||roads
1633|Kazungula|2005/06||||||||bridges
1634|Kazungula|2005/06||||||||bridges
1635|Kazungula|2005/06||||||||markets
1636|Kazungula|2005/06||||||||markets
1637|Sesheke|2005/06||||||||markets
1638|Kafue|2005/06||||||||markets
1639|Livingstone|2005/06||||||||markets
1640|Luangwa|2005/06||||||||markets
1641|Kazungula|2005/06||||||||markets
1642|Sesheke|2005/06||||||||markets
1643|Kafue|2005/06||||||||markets
1644|Livingstone|2005/06||||||||markets
1645|Luangwa|2005/06||||||||markets
1646|Kazungula|2005/06||||||||markets
1647|Kazungula|2005/06||||||||markets
1648|Kazungula|2005/06||||||||markets
1649|Kazungula|2005/06||||||||markets
1650|Kazungula|2005/06||||||||markets
1651|Zambia|||||||||market
1652|Zambia|||||||||Road
1653|Zambia|||||||||road
1654|Zambia|2004/05, of 2005/06||||||||market
1655|Zambia|2004/05, of 2005/06||||||||roads
1656|Zambia|2004/05, of 2005/06||||||||roads
1657|Zambia|2004/05, of 2005/06||||||||markets
1658|Zambia|2004/05, of 2005/06||||||||markets
1659|Zambia|||||||||Markets
1660|Zambia|||||||||Markets
1661|Zambia|||||||||road
1662|Zambia||||5 |||||
1663|Luapula|2005/06, of November 2005, of December 2005, 2000/01, 2005/06, 2004/05|||550000 |||||
1664|Eastern|2004/05|||146338 |||||
1665|Southern|2004/05|||146338 |||||
1666|Western|2004/05|||146338 |||||
1667|Western|2004/05||||||||market
